,Ensemble,Train Dataset,Test Dataset,Original Size,Compressed Size,Compression Time,Accuracy on Train Dataset,Compression is Lossless for Train dataset,Percentage of ties in train set,Lossless compression rate for test dataset,Original accuracy on Test Dataset,New accuracy on Test Dataset,Percentage of ties in test set,Percentage of ties in train_set
0,Seeds.RF10.txt,Seeds.train10.csv,Seeds.test10.csv,100,2.0,0.5654569429999583,0.9470899470899471,True,,1.0,1.0,0.8571428571428571,0.19047619047619047,0.07936507936507936
1,Seeds.RF9.txt,Seeds.train9.csv,Seeds.test9.csv,100,2.0,0.549749668000004,0.9523809523809523,True,,1.0,0.9047619047619048,0.8571428571428571,0.2857142857142857,0.15343915343915343
2,Seeds.RF7.txt,Seeds.train7.csv,Seeds.test7.csv,100,2.0,0.5656278400000474,0.9576719576719577,True,,0.9047619047619048,0.9047619047619048,0.9523809523809523,0.047619047619047616,0.18518518518518517
3,Seeds.RF6.txt,Seeds.train6.csv,Seeds.test6.csv,100,2.0,1.8040849120000075,0.9629629629629629,True,,1.0,0.8571428571428571,0.8571428571428571,0.09523809523809523,0.0582010582010582
4,Seeds.RF1.txt,Seeds.train1.csv,Seeds.test1.csv,100,2.0,0.5626594780000005,0.9576719576719577,True,,1.0,0.9523809523809523,0.9047619047619048,0.19047619047619047,0.12698412698412698
5,Seeds.RF8.txt,Seeds.train8.csv,Seeds.test8.csv,100,2.0,2.6461294810000027,0.9682539682539683,True,,1.0,0.9523809523809523,0.9047619047619048,0.047619047619047616,0.1164021164021164
6,Seeds.RF2.txt,Seeds.train2.csv,Seeds.test2.csv,100,2.0,0.5611446249999972,0.9629629629629629,True,,0.9523809523809523,0.9523809523809523,0.9047619047619048,0.09523809523809523,0.1111111111111111
7,Seeds.RF5.txt,Seeds.train5.csv,Seeds.test5.csv,100,2.0,1.3939544419999947,0.9523809523809523,True,,0.9523809523809523,0.9047619047619048,0.8095238095238095,0.14285714285714285,0.15343915343915343
8,Seeds.RF4.txt,Seeds.train4.csv,Seeds.test4.csv,100,2.0,0.5493013160000828,0.9576719576719577,True,,1.0,0.9047619047619048,0.8571428571428571,0.14285714285714285,0.1111111111111111
9,Seeds.RF3.txt,Seeds.train3.csv,Seeds.test3.csv,100,2.0,2.0814282189999176,0.9576719576719577,True,,1.0,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.09523809523809523
